period,providerRecordId,extractDate,serviceStartDate,serviceEndDate,invoiceStartDate,invoiceEndDate,providerInvoiceId,providerFinalBillFlag,providerName,assetAccountId,billingAccountId,providerRegion,assetName,providerAssetId,description,quantity,unitOfMeasure,providerCurrency,pcProviderUnitCost,pcProviderTotalCost,pcProviderTaxCost,pcCustomerUnitCost,pcCustomerTotalCost,customerCurrency,customerConversionRate,customerCurrencyDate,orderId,providerServiceName,providerServiceDescription,tags
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage653,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage653,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,eunorth,armstoragexzcxz,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstoragexzcxz,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstrg734,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg734,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage734,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage734,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,uswest,armstrg781,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg781,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstorage17155,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage17155,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage452,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage452,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstrg675,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg675,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,eunorth,storage123445,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/storage123445,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage790,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage790,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage905,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage905,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,usnorthcentral,userdingdong,/subscriptions/77da2c98-be85-427e-b959-ede022db4f2d/resourceGroups/omkara/providers/Microsoft.Storage/storageAccounts/userdingdong,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage191,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage191,,0.0141,Operation Units,USD,0.00034612069844,4.880301848e-06,0.0,0.00034612069844,4.880301848e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage558,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage558,,0.0147,Operation Units,USD,0.00034612069844,5.087974267e-06,0.0,0.00034612069844,5.087974267e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,azsxdcdiag937,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/azsxdc/providers/Microsoft.Storage/storageAccounts/azsxdcdiag937,,4.8e-05,GB,USD,0.114560173792027,5.498888342e-06,0.0,0.114560173792027,5.498888342e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage27,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage27,,0.980832,GB,USD,0.060001190203052,0.05885108738924,0.0,0.060001190203052,0.05885108738924,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage191,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage191,,1.00836,GB,USD,0.060001190203052,0.06050280015315,0.0,0.060001190203052,0.06050280015315,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage934,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage934,,0.51912,GB,USD,0.060001190203052,0.031147817858208,0.0,0.060001190203052,0.031147817858208,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage734,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage734,,0.980832,GB,USD,0.060001190203052,0.05885108738924,0.0,0.060001190203052,0.05885108738924,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage558,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage558,,0.980832,GB,USD,0.060001190203052,0.05885108738924,0.0,0.060001190203052,0.05885108738924,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,azsxdcdiag937,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/azsxdc/providers/Microsoft.Storage/storageAccounts/azsxdcdiag937,,7.2e-05,GB,USD,0.061065546818485,4.396719371e-06,0.0,0.061065546818485,4.396719371e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,amrrdisks828,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/amrr/providers/Microsoft.Storage/storageAccounts/amrrdisks828,,0.096768,Units,USD,34.0494760514857,3.29489969855017,0.0,34.0494760514857,3.29489969855017,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage191,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage191,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage734,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage734,,5.5e-05,GB,USD,0.059916613744926,3.295413756e-06,0.0,0.059916613744926,3.295413756e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage934,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage934,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage558,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage558,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,jaeast,armstorage27,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage27,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstorage326,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage326,,0.980832,GB,USD,0.164956756577027,0.161794865466959,0.0,0.164956756577027,0.161794865466959,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstrg734,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg734,,0.489024,GB,USD,0.164956756577027,0.080667812928324,0.0,0.164956756577027,0.080667812928324,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,storagearm12,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/storagearm12,,0.06312,GB,USD,0.164956756577027,0.010412070475142,0.0,0.164956756577027,0.010412070475142,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstorage17155,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage17155,,0.801,GB,USD,0.164956756577027,0.132130362018199,0.0,0.164956756577027,0.132130362018199,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstorage610,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage610,,0.980832,GB,USD,0.164956756577027,0.161794865466959,0.0,0.164956756577027,0.161794865466959,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstorage326,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage326,,4.8e-05,GB,USD,0.081672655994772,3.920287488e-06,0.0,0.081672655994772,3.920287488e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstrg734,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg734,,7.2e-05,GB,USD,0.081672655994772,5.880431232e-06,0.0,0.081672655994772,5.880431232e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,storagearm12,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/storagearm12,,7.2e-05,GB,USD,0.081672655994772,5.880431232e-06,0.0,0.081672655994772,5.880431232e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstorage17155,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage17155,,7.2e-05,GB,USD,0.081672655994772,5.880431232e-06,0.0,0.081672655994772,5.880431232e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,brsouth,armstorage610,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage610,,4.8e-05,GB,USD,0.081672655994772,3.920287488e-06,0.0,0.081672655994772,3.920287488e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,apeast,arayresource013406,/subscriptions/78ff15d2-1018-4135-a0eb-f94c67a9a860/resourceGroups/aray_resource_01/providers/Microsoft.Storage/storageAccounts/arayresource013406,,0.032256,Unit,USD,21.6803826518287,0.699322422817387,0.0,21.6803826518287,0.699322422817387,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,usnorthcentral,userdingdong,/subscriptions/77da2c98-be85-427e-b959-ede022db4f2d/resourceGroups/omkara/providers/Microsoft.Storage/storageAccounts/userdingdong,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorag123,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstorag123,,0.163464,GB,USD,0.102194986563933,0.016705201283687,0.0,0.102194986563933,0.016705201283687,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage452,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage452,,0.952392,GB,USD,0.102194986563933,0.097329687643597,0.0,0.102194986563933,0.097329687643597,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage790,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage790,,0.189648,GB,USD,0.102194986563933,0.019381074811877,0.0,0.102194986563933,0.019381074811877,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage905,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage905,,0.980832,GB,USD,0.102194986563933,0.100236113061476,0.0,0.102194986563933,0.100236113061476,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armwaitforprovision,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armwaitforprovision/providers/Microsoft.Storage/storageAccounts/armwaitforprovision,,0.544872,GB,USD,0.102194986563933,0.055683186719063,0.0,0.102194986563933,0.055683186719063,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage466,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage466,,0.187776,GB,USD,0.102194986563933,0.019189765797029,0.0,0.102194986563933,0.019189765797029,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,asasd12432,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/asasd12432,,0.079704,GB,USD,0.102194986563933,0.008145349209092,0.0,0.102194986563933,0.008145349209092,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage893,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage893,,0.980832,GB,USD,0.102194986563933,0.100236113061476,0.0,0.102194986563933,0.100236113061476,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstrg675,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg675,,0.488592,GB,USD,0.102194986563933,0.049931652875245,0.0,0.102194986563933,0.049931652875245,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstrg343,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanaged/providers/Microsoft.Storage/storageAccounts/armstrg343,,0.173232,GB,USD,0.102194986563933,0.017703441912443,0.0,0.102194986563933,0.017703441912443,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage538,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage538,,0.192096,GB,USD,0.102194986563933,0.019631248138985,0.0,0.102194986563933,0.019631248138985,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,sotrag321,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armgrp/providers/Microsoft.Storage/storageAccounts/sotrag321,,0.164352,GB,USD,0.102194986563933,0.016795950431756,0.0,0.102194986563933,0.016795950431756,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,aueast,armstorage653,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstorage653,,0.980832,GB,USD,0.102194986563933,0.100236113061476,0.0,0.102194986563933,0.100236113061476,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,ussouthcentral,msarmtest,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armtest/providers/Microsoft.Storage/storageAccounts/msarmtest,,0.249024,GB,USD,0.060001190203052,0.014941736389125,0.0,0.060001190203052,0.014941736389125,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,ussouthcentral,armapproved,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armapproved/providers/Microsoft.Storage/storageAccounts/armapproved,,1.59984,GB,USD,0.060001190203052,0.095992304134451,0.0,0.060001190203052,0.095992304134451,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,ussouthcentral,msarmtest,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armtest/providers/Microsoft.Storage/storageAccounts/msarmtest,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,ussouthcentral,armapproved,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armapproved/providers/Microsoft.Storage/storageAccounts/armapproved,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,uswest,armwa,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armwaitforapproval/providers/Microsoft.Storage/storageAccounts/armwa,,0.136056,GB,USD,0.060001190203052,0.008163521934266,0.0,0.060001190203052,0.008163521934266,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,uswest,armstrg781,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg781,,0.488208,GB,USD,0.060001190203052,0.029293061066652,0.0,0.060001190203052,0.029293061066652,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,uswest,armstrg781,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg781,,4.8e-05,GB,USD,0.059916613744926,2.87599746e-06,0.0,0.059916613744926,2.87599746e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,uswest,armwa,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armwaitforapproval/providers/Microsoft.Storage/storageAccounts/armwa,,7.2e-05,GB,USD,0.059916613744926,4.31399619e-06,0.0,0.059916613744926,4.31399619e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,uswest,nopenotclassic,/subscriptions/78ff15d2-1018-4135-a0eb-f94c67a9a860/resourceGroups/non-classic/providers/Microsoft.Storage/storageAccounts/nopenotclassic,,0.156336,GB,USD,0.044999210464098,0.007034996567115,0.0,0.044999210464098,0.007034996567115,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,uswest,nonclassic1813,/subscriptions/78ff15d2-1018-4135-a0eb-f94c67a9a860/resourceGroups/non-classic/providers/Microsoft.Storage/storageAccounts/nonclassic1813,,0.94332,GB,USD,0.044999210464098,0.042448655214993,0.0,0.044999210464098,0.042448655214993,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,eunorth,armstrg101,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg101,,0.017,Operation Units,USD,0.00034612069844,5.884051873e-06,0.0,0.00034612069844,5.884051873e-06,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,eunorth,ertrdfg,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/ertrdfg,,0.335952,GB,USD,0.060001190203052,0.020157519851096,0.0,0.060001190203052,0.020157519851096,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,eunorth,armstrg101,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmngdgrp/providers/Microsoft.Storage/storageAccounts/armstrg101,,2.94252,GB,USD,0.060001190203052,0.176554702196285,0.0,0.060001190203052,0.176554702196285,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,eunorth,armstoragexzcxz,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/armstoragexzcxz,,0.337248,GB,USD,0.060001190203052,0.020235281393599,0.0,0.060001190203052,0.020235281393599,USD,1.0,,,Microsoft.Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,eunorth,storage123445,/subscriptions/d5d1919d-1ed6-4437-9ddd-3140a7eb8173/resourceGroups/armmanagegroup/providers/Microsoft.Storage/storageAccounts/storage123445,,0.080208,GB,USD,0.060001190203052,0.004812575463806,0.0,0.060001190203052,0.004812575463806,USD,1.0,,,Microsoft.Storage,,
